dataset,algo,run,objective,risk,return
1,DBO,11,-3.3037823936e-03,2.4613347575e-03,9.0688995448e-03
1,DBO,12,-3.3038496519e-03,2.4603048113e-03,9.0680041151e-03
1,DBO,13,-3.3039965019e-03,2.4600242887e-03,9.0680172925e-03
1,DBO,14,-3.2952910725e-03,2.4651397050e-03,9.0557218501e-03
1,DBO,15,-3.3039965028e-03,2.4600126663e-03,9.0680056720e-03
1,DBO,16,-3.3039964970e-03,2.4600130750e-03,9.0680060691e-03
1,DBO,17,-3.3006151981e-03,2.4686480402e-03,9.0698784364e-03
1,DBO,18,-3.3031634983e-03,2.4621643761e-03,9.0684913728e-03
1,DBO,19,-3.2993740409e-03,2.4638256747e-03,9.0625737564e-03
1,DBO,20,-3.3035660696e-03,2.4619170439e-03,9.0690491830e-03
1,DBO,21,-3.3037914596e-03,2.4591659652e-03,9.0667488845e-03
1,DBO,22,-3.3035185786e-03,2.4543941181e-03,9.0614312753e-03
1,DBO,23,-3.3039965028e-03,2.4600129072e-03,9.0680059128e-03
1,DBO,24,-3.2998724208e-03,2.4627190302e-03,9.0624638717e-03
1,DBO,25,-3.3037928643e-03,2.4603920802e-03,9.0679778087e-03
1,DBO,26,-3.3039332837e-03,2.4595685279e-03,9.0674350953e-03
1,DBO,27,-3.3012569923e-03,2.4453396076e-03,9.0478535922e-03
1,DBO,28,-3.3036126688e-03,2.4601263335e-03,9.0673516712e-03
1,DBO,29,-3.3039965028e-03,2.4600154355e-03,9.0680084411e-03
2,DBO,0,-3.9118961085e-03,9.2564488453e-04,8.7494371015e-03
2,DBO,1,-3.9164366751e-03,9.2791602786e-04,8.7607893780e-03
2,DBO,2,-3.9184809460e-03,9.2421705911e-04,8.7611789512e-03
2,DBO,3,-3.5324340128e-03,1.2184619744e-03,8.2833300000e-03
2,DBO,4,-3.9499442969e-03,9.2102662435e-04,8.8209152182e-03
2,DBO,5,-3.5476591693e-03,1.2131916613e-03,8.3085100000e-03
2,DBO,6,-3.9688582603e-03,9.1768692576e-04,8.8554034464e-03
2,DBO,7,-3.9214538564e-03,9.2573033667e-04,8.7686380495e-03
2,DBO,8,-3.8538997022e-03,9.0111616985e-04,8.6089155743e-03
2,DBO,9,-3.9250752541e-03,9.1930025518e-04,8.7694507634e-03
2,DBO,10,-3.9783892161e-03,9.1249310282e-04,8.8692715350e-03
2,DBO,11,-3.9706577261e-03,9.1465914534e-04,8.8559745975e-03
2,DBO,12,-3.9201739071e-03,9.2621281791e-04,8.7665606321e-03
2,DBO,13,-3.9118961087e-03,9.2563511761e-04,8.7494273350e-03
2,DBO,14,-3.9633241905e-03,9.1493638994e-04,8.8415847709e-03
2,DBO,15,-3.9118961087e-03,9.2563512215e-04,8.7494273395e-03
2,DBO,16,-3.5671416521e-03,8.8498507895e-04,8.0192683831e-03
2,DBO,17,-3.9748060580e-03,9.1625593205e-04,8.8658680481e-03
2,DBO,18,-3.9222368298e-03,9.2609002473e-04,8.7705636844e-03
2,DBO,19,-3.9328662009e-03,9.2947054126e-04,8.7952029431e-03
2,DBO,24,-3.9197465542e-03,9.1314245910e-04,8.7526355674e-03
2,DBO,25,-3.9118961079e-03,9.2561581985e-04,8.7494080356e-03
2,DBO,26,-3.9180825837e-03,9.2787033748e-04,8.7640355049e-03
2,DBO,27,-3.9214538564e-03,9.2573033153e-04,8.7686380444e-03
5,HHO,24,-3.9276143635e-04,1.6898640329e-03,2.4753869056e-03
5,HHO,25,-7.4243938431e-04,7.0326114452e-04,2.1881399131e-03
5,HHO,26,-2.8318125641e-04,7.9863748717e-04,1.3650000000e-03
5,HHO,27,-1.2821834412e-03,9.7936764251e-04,3.5437345250e-03
2,DBO,20,-3.9516876504e-03,8.6895749704e-04,8.7723327979e-03
2,DBO,21,-3.9621840487e-03,9.1286139573e-04,8.8372294932e-03
2,DBO,22,-3.9207914775e-03,9.0617547251e-04,8.7477584275e-03
2,DBO,23,-3.9538604850e-03,9.2060806195e-04,8.8283290320e-03
2,DBO,28,-3.9235904046e-03,9.2371492494e-04,8.7708957341e-03
2,DBO,29,-3.9396874311e-03,9.1920124486e-04,8.7985761070e-03
3,DBO,0,-3.2221571870e-03,1.3244256260e-03,7.7687400000e-03
3,DBO,1,-3.2381634263e-03,1.3234231474e-03,7.7997500000e-03
3,DBO,2,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,DBO,3,-3.2606605077e-03,1.2508026260e-03,7.7721236414e-03
3,DBO,4,-3.2489723149e-03,1.1987840704e-03,7.6967287003e-03
3,DBO,5,-3.2162406059e-03,1.3290787882e-03,7.7615600000e-03
3,DBO,6,-3.2241269874e-03,1.3319160253e-03,7.7801700000e-03
3,DBO,7,-3.2340271222e-03,1.3264157556e-03,7.7944700000e-03
3,DBO,8,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,DBO,9,-3.2676454397e-03,1.1941753237e-03,7.7294662031e-03
3,DBO,10,-3.2431905775e-03,1.3201888450e-03,7.8065700000e-03
3,DBO,11,-3.2602288853e-03,1.1931766427e-03,7.7136344132e-03
3,DBO,12,-3.2596260554e-03,1.1976394675e-03,7.7168915782e-03
3,DBO,13,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,DBO,14,-3.2400421937e-03,1.2501510483e-03,7.7302354357e-03
3,DBO,15,-3.2397960536e-03,1.3194078928e-03,7.7990000000e-03
3,DBO,16,-3.3083130819e-03,1.1977384242e-03,7.8143645880e-03
3,DBO,17,-3.3068011032e-03,1.2007633254e-03,7.8143655318e-03
3,DBO,22,-3.2585162032e-03,1.2425944852e-03,7.7596268917e-03
3,DBO,23,-3.2335482399e-03,1.3247235202e-03,7.7918200000e-03
3,DBO,24,-3.2820386518e-03,1.1925772815e-03,7.7566545852e-03
3,DBO,25,-3.3074915602e-03,1.1980547142e-03,7.8130378346e-03
3,DBO,18,-3.2387393353e-03,1.3222213295e-03,7.7997000000e-03
3,DBO,19,-3.2149215224e-03,1.3283269552e-03,7.7581700000e-03
3,DBO,20,-3.2696286107e-03,1.2441582007e-03,7.7834154221e-03
3,DBO,21,-3.2410229338e-03,1.3219341323e-03,7.8039800000e-03
3,DBO,26,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,DBO,27,-3.2794117800e-03,1.1948038722e-03,7.7536274322e-03
3,DBO,28,-3.2340742746e-03,1.2485247042e-03,7.7166732535e-03
3,DBO,29,-3.2679543480e-03,1.2002454576e-03,7.7361541536e-03
4,DBO,12,-3.4989584767e-03,1.2938192642e-03,8.2917362177e-03
4,DBO,13,-3.3503163417e-03,1.8102534896e-03,8.5108861730e-03
4,DBO,14,-3.4448214548e-03,1.2718211717e-03,8.1614640813e-03
4,DBO,15,-3.5429278039e-03,1.2130798134e-03,8.2989354213e-03
4,DBO,0,-3.0599009002e-03,2.5055981996e-03,8.6254000000e-03
4,DBO,1,-3.5000926251e-03,1.2390383895e-03,8.2392236397e-03
4,DBO,2,-3.4225111615e-03,1.7809261590e-03,8.6259484820e-03
4,DBO,3,-3.5371956639e-03,1.2084583588e-03,8.2828496866e-03
4,DBO,8,-3.2019812855e-03,1.1498030541e-03,7.5537656250e-03
4,DBO,9,-3.3682522267e-03,1.6868214036e-03,8.4233258569e-03
4,DBO,10,-3.4788009357e-03,1.4829730116e-03,8.4405748830e-03
4,DBO,11,-3.4907796400e-03,1.4795816332e-03,8.4611409132e-03
4,DBO,4,-3.1626890990e-03,1.7194564141e-03,8.0448346121e-03
4,DBO,5,-3.3600885351e-03,1.6541339588e-03,8.3743110290e-03
4,DBO,6,-3.4049517190e-03,1.7076601294e-03,8.5175635673e-03
4,DBO,7,-3.5812865209e-03,1.2416493019e-03,8.4042223437e-03
4,DBO,16,-3.3514093540e-03,1.6795555337e-03,8.3823742418e-03
4,DBO,17,-3.5707011035e-03,1.2081358432e-03,8.3495380502e-03
4,DBO,18,-3.3948051493e-03,1.0921502710e-03,7.8817605697e-03
4,DBO,19,-3.2070860528e-03,1.1600941209e-03,7.5742662265e-03
4,DBO,24,-3.4912267919e-03,1.4796114995e-03,8.4620650832e-03
4,DBO,25,-3.2768258245e-03,1.5757231709e-03,8.1293748200e-03
4,DBO,26,-3.1626890993e-03,1.7195046399e-03,8.0448828384e-03
4,DBO,27,-3.5826772871e-03,1.2232854057e-03,8.3886399798e-03
4,DBO,20,-3.4726664219e-03,1.2453353492e-03,8.1906681931e-03
4,DBO,21,-3.0599009002e-03,2.5055981996e-03,8.6254000000e-03
4,DBO,22,-3.0599009002e-03,2.5055981996e-03,8.6254000000e-03
4,DBO,23,-3.3713587534e-03,1.0953247341e-03,7.8380422409e-03
4,DBO,28,-3.4751757084e-03,1.2394508177e-03,8.1898022345e-03
4,DBO,29,-3.2651003031e-03,1.3401418143e-03,7.8703424205e-03
5,DBO,0,-1.3192092000e-03,8.7456024499e-04,3.5129786450e-03
5,DBO,1,-1.0807908468e-03,8.0764907295e-04,2.9692307665e-03
5,DBO,2,-1.1410617702e-03,8.1584648232e-04,3.0979700227e-03
5,DBO,3,-1.2700682671e-03,8.9188351175e-04,3.4320200459e-03
5,DBO,4,-1.2480063507e-03,9.1681015072e-04,3.4128228522e-03
5,DBO,5,-1.3110319923e-03,6.7297941927e-04,3.2950434038e-03
5,DBO,6,-1.2487546235e-03,7.8999426648e-04,3.2875035135e-03
5,DBO,7,-1.1364089072e-03,8.6799456578e-04,3.1408123803e-03
5,DBO,8,-1.0753344243e-03,1.0396011515e-03,3.1902700000e-03
5,DBO,9,-1.2700682671e-03,8.9188351083e-04,3.4320200450e-03
5,DBO,10,-1.1741925370e-03,1.0322378352e-03,3.3806229092e-03
5,DBO,11,-1.3033277885e-03,6.7225612947e-04,3.2789117066e-03
5,DBO,12,-1.0917734207e-03,7.4854315869e-04,2.9320900000e-03
5,DBO,13,-1.1961366638e-03,7.9694549186e-04,3.1892188194e-03
5,DBO,14,-1.1603954613e-03,8.1396652567e-04,3.1347574483e-03
5,DBO,15,-1.2766870557e-03,9.0749394331e-04,3.4608680547e-03
5,DBO,16,-8.2140276002e-04,1.4769244800e-03,3.1197300000e-03
5,DBO,17,-1.3234552106e-03,6.4393836835e-04,3.2908487896e-03
1,COA,0,-3.2979316830e-03,2.4558018681e-03,9.0516652342e-03
1,COA,1,-3.2897749784e-03,2.4536819039e-03,9.0332318606e-03
1,COA,2,-3.2818268246e-03,2.4589043529e-03,9.0225580021e-03
1,COA,3,-3.2881630535e-03,2.7835469647e-03,9.3598730716e-03
5,DBO,18,-1.0915683029e-03,9.4373873741e-04,3.1268753431e-03
5,DBO,19,-1.2745537877e-03,8.1833622115e-04,3.3674437966e-03
5,DBO,20,-1.0588247720e-03,8.7831978559e-04,2.9959693296e-03
5,DBO,21,-1.2071715767e-03,1.0173287954e-03,3.4316719488e-03
1,COA,4,-3.2537039324e-03,2.4871973573e-03,8.9946052220e-03
1,COA,5,-3.2871565045e-03,2.7942437869e-03,9.3685567959e-03
1,COA,6,-3.2845475366e-03,2.7830859284e-03,9.3521810016e-03
1,COA,7,-3.3013489730e-03,2.4613297840e-03,9.0640277301e-03
1,COA,8,-3.3014672454e-03,2.4621025160e-03,9.0650370067e-03
1,COA,9,-3.3024718371e-03,2.4552053585e-03,9.0601490328e-03
1,COA,10,-3.3014655853e-03,2.4619274535e-03,9.0648586242e-03
1,COA,11,-3.2821007811e-03,2.8021282790e-03,9.3663298412e-03
1,COA,12,-3.2918402046e-03,2.4591178974e-03,9.0427983066e-03
1,COA,13,-3.3016797881e-03,2.4636767478e-03,9.0670363239e-03
1,COA,14,-3.3019041016e-03,2.4594476386e-03,9.0632558419e-03
1,COA,15,-3.2991956859e-03,2.4605484679e-03,9.0589398396e-03
1,COA,16,-3.2827706729e-03,2.7909399120e-03,9.3564812578e-03
1,COA,17,-3.3039776079e-03,2.4601246103e-03,9.0680798260e-03
1,COA,18,-3.2993374989e-03,2.4709405883e-03,9.0696155861e-03
1,COA,19,-3.3039713998e-03,2.4614684749e-03,9.0694112745e-03
1,COA,20,-3.2980747227e-03,2.4482860091e-03,9.0444354545e-03
1,COA,21,-3.3037384539e-03,2.4602823772e-03,9.0677592851e-03
1,COA,22,-3.2603570056e-03,2.7899042368e-03,9.3106182480e-03
1,COA,23,-3.2989892300e-03,2.4586730868e-03,9.0566515469e-03
1,COA,24,-3.3036692338e-03,2.4608976858e-03,9.0682361533e-03
1,COA,25,-3.2994650642e-03,2.4582710916e-03,9.0572012199e-03
1,COA,26,-3.2980476211e-03,2.4672134595e-03,9.0633087017e-03
1,COA,27,-3.3006223716e-03,2.4553004739e-03,9.0565452171e-03
1,COA,28,-3.3023962145e-03,2.4634083345e-03,9.0682007635e-03
1,COA,29,-3.2995106752e-03,2.4585601353e-03,9.0575814858e-03
2,COA,0,-3.6683031429e-03,1.2850586786e-03,8.6216649644e-03
2,COA,1,-3.9682452675e-03,9.1640695983e-04,8.8528974947e-03
2,COA,2,-3.9742394853e-03,9.1583173078e-04,8.8643107013e-03
2,COA,3,-3.9860361344e-03,9.1602753879e-04,8.8880998076e-03
2,COA,4,-3.9501949279e-03,9.1489284547e-04,8.8152827012e-03
2,COA,5,-3.9708903460e-03,9.1630861144e-04,8.8580893035e-03
5,DBO,26,-1.1848360626e-03,6.6836875232e-04,3.0380408774e-03
5,DBO,27,-1.2856033859e-03,6.7256296576e-04,3.2437697375e-03
5,DBO,28,-1.0253387204e-03,8.3370316591e-04,2.8843806067e-03
5,DBO,29,-1.0005023378e-03,1.5027453244e-03,3.5037500000e-03
2,COA,10,-3.6595804359e-03,1.2957800132e-03,8.6149408851e-03
2,COA,11,-3.9838974650e-03,9.1472620507e-04,8.8825211350e-03
2,COA,12,-3.6469687838e-03,8.7425725105e-04,8.1681948186e-03
2,COA,13,-3.6717726156e-03,1.2877344015e-03,8.6312796327e-03
2,COA,6,-3.6483084973e-03,1.2886919792e-03,8.5853089738e-03
2,COA,7,-3.9630259589e-03,9.0907632654e-04,8.8351282443e-03
2,COA,8,-3.6059983624e-03,1.2098332742e-03,8.4218299991e-03
2,COA,9,-3.6708717981e-03,1.2812570347e-03,8.6230006308e-03
2,COA,14,-2.4350291776e-03,3.8661846027e-04,5.2566768154e-03
2,COA,15,-3.9745523459e-03,9.0846734476e-04,8.8575720366e-03
2,COA,16,-3.4787831972e-03,2.3796607559e-03,9.3372271504e-03
2,COA,17,-3.6573109120e-03,1.2839167295e-03,8.5985385535e-03
2,COA,18,-3.5390928478e-03,1.2193943045e-03,8.2975800000e-03
2,COA,19,-3.9548998093e-03,9.1464377795e-04,8.8244433966e-03
2,COA,20,-3.9742644228e-03,9.1469699866e-04,8.8632258443e-03
2,COA,21,-3.9176561243e-03,9.1296876652e-04,8.7482810152e-03
2,COA,22,-3.9811907349e-03,9.1504834887e-04,8.8774298188e-03
2,COA,23,-3.6667747842e-03,1.2903770679e-03,8.6239266364e-03
2,COA,24,-3.6514571995e-03,8.7864428110e-04,8.1815586802e-03
2,COA,25,-3.6372167431e-03,1.2890628875e-03,8.5634963736e-03
2,COA,26,-3.9517189124e-03,9.1466641646e-04,8.8181042413e-03
2,COA,27,-3.9733710322e-03,9.1483556507e-04,8.8615776295e-03
2,COA,28,-3.9363072928e-03,8.7608116274e-04,8.7486957483e-03
2,COA,29,-3.9885574396e-03,9.1654791843e-04,8.8936627976e-03
3,COA,0,-3.3223028732e-03,1.1903802504e-03,7.8349859967e-03
3,COA,1,-3.3166615210e-03,1.1960600101e-03,7.8293830522e-03
3,COA,2,-3.3003492568e-03,1.3179714864e-03,7.9186700000e-03
3,COA,3,-3.3146789958e-03,1.3174959016e-03,7.9468538931e-03
3,COA,8,-3.3071404468e-03,1.2421683547e-03,7.8564492482e-03
3,COA,9,-2.4080948282e-03,5.1381034363e-04,5.3300000000e-03
3,COA,10,-3.3150260549e-03,1.2441637543e-03,7.8742158641e-03
3,COA,11,-2.6085329142e-03,8.4813473715e-04,6.0652005657e-03
3,COA,4,-3.3010219955e-03,1.2461369086e-03,7.8481808996e-03
3,COA,5,-3.3083975071e-03,1.1869814481e-03,7.8037764623e-03
3,COA,6,-3.3214464007e-03,1.2450876395e-03,7.8879804410e-03
3,COA,7,-3.3202685972e-03,1.1935640006e-03,7.8341011951e-03
3,COA,12,-3.3067082785e-03,1.2477625076e-03,7.8611790645e-03
3,COA,13,-3.3042789170e-03,1.2030695201e-03,7.8116273541e-03
3,COA,14,-2.3462895322e-03,3.6806239014e-04,5.0606414545e-03
3,COA,15,-3.3069368821e-03,1.3217713057e-03,7.9356450699e-03
5,DBO,22,-1.2088927700e-03,6.5558431406e-04,3.0733698540e-03
5,DBO,23,-1.2253217580e-03,9.8269338872e-04,3.4333369048e-03
5,DBO,24,-1.2823114470e-03,7.6298776381e-04,3.3276106579e-03
5,DBO,25,-1.2863305214e-03,6.4338574187e-04,3.2160467848e-03
3,COA,16,-3.3207784950e-03,1.2479302582e-03,7.8894872482e-03
3,COA,17,-3.3043664297e-03,1.1892051068e-03,7.7979379663e-03
3,COA,18,-3.3071521218e-03,1.1870938833e-03,7.8013981270e-03
3,COA,19,-3.3016691694e-03,1.2466682683e-03,7.8500066071e-03
3,COA,20,-3.3149126606e-03,1.1970178983e-03,7.8268432196e-03
3,COA,21,-3.3043159750e-03,1.3266180499e-03,7.9352500000e-03
3,COA,22,-3.2960386492e-03,1.1952752261e-03,7.7873525244e-03
3,COA,23,-2.6060436817e-03,6.5713705810e-04,5.8692244215e-03
3,COA,24,-3.3109448462e-03,1.2444818139e-03,7.8663715064e-03
3,COA,25,-2.6037376297e-03,4.4407428042e-04,5.6515495399e-03
3,COA,26,-3.3024284962e-03,1.1931984619e-03,7.7980554544e-03
3,COA,27,-3.3139135854e-03,1.2424502570e-03,7.8702774279e-03
3,COA,28,-3.3201953002e-03,1.1925737301e-03,7.8329643305e-03
3,COA,29,-3.3156962023e-03,1.3210120771e-03,7.9524044817e-03
4,COA,0,-3.5770324761e-03,1.2309916744e-03,8.3850566266e-03
4,COA,1,-3.5350637935e-03,1.2625562497e-03,8.3326838366e-03
4,COA,6,-3.5789660510e-03,1.2165331761e-03,8.3744652781e-03
4,COA,7,-3.5187829828e-03,1.2410975874e-03,8.2786635530e-03
4,COA,8,-3.4913766424e-03,1.2858427230e-03,8.2685960078e-03
4,COA,9,-2.8411749750e-03,7.1225004998e-04,6.3946000000e-03
4,COA,10,-2.6079876128e-03,4.9082477432e-04,5.7068000000e-03
4,COA,11,-3.5735453660e-03,1.2384791805e-03,8.3855699125e-03
4,COA,12,-3.5737447740e-03,1.2089464262e-03,8.3564359741e-03
4,COA,13,-3.4406283297e-03,1.6994985430e-03,8.5807552025e-03
4,COA,2,-3.4868061086e-03,1.2794222797e-03,8.2530344968e-03
4,COA,3,-3.5911832838e-03,1.2359485081e-03,8.4183150756e-03
4,COA,4,-3.5426319235e-03,1.4395773779e-03,8.5248412250e-03
4,COA,5,-3.4976624964e-03,1.2831548652e-03,8.2784798580e-03
4,COA,18,-3.0477175753e-03,1.3787329661e-03,7.4741681168e-03
4,COA,19,-3.5458758192e-03,1.5084412104e-03,8.6001928487e-03
4,COA,20,-2.7570804609e-03,1.2423290781e-03,6.7564900000e-03
4,COA,21,-3.4050810873e-03,1.3490534443e-03,8.1592156188e-03
4,COA,14,-2.5814649364e-03,3.9207012720e-04,5.5550000000e-03
4,COA,15,-3.5881008359e-03,1.2352793740e-03,8.4114810458e-03
4,COA,16,-2.7624243953e-03,6.7065120944e-04,6.1955000000e-03
4,COA,17,-3.3872115800e-03,1.6121093129e-03,8.3865324728e-03
4,COA,22,-3.5036299893e-03,1.2388823405e-03,8.2461423191e-03
4,COA,23,-3.1384312506e-03,1.5964793493e-03,7.8733418505e-03
4,COA,24,-3.5644368641e-03,1.2280725131e-03,8.3569462413e-03
4,COA,25,-3.1652388607e-03,2.2449659844e-03,8.5754437058e-03
5,COA,4,-1.3644405744e-03,7.7902022528e-04,3.5079013741e-03
5,COA,5,-4.3998650205e-04,7.0459185614e-04,1.5845648602e-03
5,COA,6,-1.2395585536e-03,1.0287232041e-03,3.5078403114e-03
5,COA,7,-1.2975744319e-03,9.1029331556e-04,3.5054421793e-03
4,COA,26,-2.7924376587e-03,4.5422432003e-04,6.0390996375e-03
4,COA,27,-2.6391791875e-03,4.3562752270e-04,5.7139858977e-03
4,COA,28,-3.1932994964e-03,2.0100940387e-03,8.3966930315e-03
4,COA,29,-2.5463573154e-03,5.2048536911e-04,5.6132000000e-03
5,COA,0,-1.0288875683e-03,9.4769598118e-04,3.0054711178e-03
5,COA,1,-1.2775915727e-03,6.6349442884e-04,3.2186775742e-03
5,COA,2,-1.2630055180e-03,6.9558378435e-04,3.2215948204e-03
5,COA,3,-1.1713092329e-03,1.3720553937e-03,3.7146738595e-03
5,COA,8,-1.2452358085e-03,1.0935041616e-03,3.5839757786e-03
5,COA,9,-1.4064131149e-03,7.1608330151e-04,3.5289095312e-03
5,COA,10,-1.3877492591e-03,9.0693060389e-04,3.6824291221e-03
5,COA,11,-9.7271357150e-04,6.0040078738e-04,2.5458279304e-03
5,COA,16,-1.1611790106e-03,7.4248132139e-04,3.0648393426e-03
5,COA,17,-1.3415408205e-03,9.8649725705e-04,3.6695788981e-03
5,COA,18,-4.3389956579e-04,7.7877138599e-04,1.6465705176e-03
5,COA,19,-1.3704279813e-03,7.0224194164e-04,3.4430979042e-03
5,COA,12,-1.2320223881e-03,6.4999695699e-04,3.1140417332e-03
5,COA,13,-1.3708626237e-03,8.6975628989e-04,3.6114815372e-03
5,COA,14,-7.9588839790e-04,5.9145803045e-04,2.1832348262e-03
5,COA,15,-1.2407979733e-03,7.0314540708e-04,3.1847413537e-03
5,COA,20,-1.3729717236e-03,6.8267052582e-04,3.4286139730e-03
5,COA,21,-1.3195584893e-03,8.3684011202e-04,3.4759570906e-03
5,COA,22,-7.6066137555e-04,6.3640411126e-04,2.1577268624e-03
5,COA,23,-1.2939694458e-03,6.5382055578e-04,3.2417594474e-03
1,RIME,2,-3.2899336989e-03,2.4728737837e-03,9.0527411814e-03
1,RIME,3,-3.2770427919e-03,2.7831759695e-03,9.3372615533e-03
1,RIME,4,-3.2743451250e-03,2.7783157609e-03,9.3270060109e-03
1,RIME,5,-3.2613130769e-03,2.7956499321e-03,9.3182760860e-03
1,RIME,6,-3.2796008566e-03,2.4630819358e-03,9.0222836491e-03
1,RIME,7,-3.2868298616e-03,2.4615450790e-03,9.0352048022e-03
1,RIME,8,-3.2791730868e-03,2.5002419492e-03,9.0585881229e-03
1,RIME,9,-3.2812606879e-03,2.4727094197e-03,9.0352307955e-03
5,COA,28,-1.2381158722e-03,1.0981309507e-03,3.5743626950e-03
5,COA,29,-1.1738628173e-03,9.6736628126e-04,3.3150919159e-03
1,RIME,0,-3.2663638595e-03,2.5827320841e-03,9.1154598030e-03
1,RIME,1,-3.2782694387e-03,2.3742043932e-03,8.9307432706e-03
1,RIME,10,-3.2786199291e-03,2.7987353552e-03,9.3559752134e-03
1,RIME,11,-3.2903336482e-03,2.5355238762e-03,9.1161911727e-03
1,RIME,12,-3.2777917819e-03,2.4592331358e-03,9.0148166995e-03
1,RIME,13,-3.2788952875e-03,2.4665726481e-03,9.0243632231e-03
5,COA,24,-4.3940128426e-04,7.0975115880e-04,1.5885537273e-03
5,COA,25,-1.3811586121e-03,8.7202740429e-04,3.6343446285e-03
5,COA,26,-1.2086355308e-03,9.1553102175e-04,3.3328020833e-03
5,COA,27,-1.2696307990e-03,7.1114551055e-04,3.2504071085e-03
1,RIME,14,-3.2855209789e-03,2.4915902680e-03,9.0626322257e-03
1,RIME,15,-3.2854438226e-03,2.3244043465e-03,8.8952919917e-03
1,RIME,16,-3.2797583818e-03,2.8577587311e-03,9.4172754948e-03
1,RIME,17,-3.2889986964e-03,2.4993032874e-03,9.0773006803e-03
1,RIME,18,-3.2931191772e-03,2.4663117056e-03,9.0525500599e-03
1,RIME,19,-3.2982914588e-03,2.5361559976e-03,9.1327389152e-03
1,RIME,20,-3.3024848329e-03,2.4649187500e-03,9.0698884159e-03
1,RIME,21,-3.2903163670e-03,2.7079525764e-03,9.2885853103e-03
1,RIME,26,-3.2803562654e-03,2.4590466479e-03,9.0197591788e-03
1,RIME,27,-3.2882710489e-03,2.7463937965e-03,9.3229358944e-03
1,RIME,28,-3.2915370292e-03,2.4704053496e-03,9.0534794079e-03
1,RIME,29,-3.2965076476e-03,2.4761442052e-03,9.0691595005e-03
1,RIME,22,-3.2778111939e-03,2.4934832996e-03,9.0491056874e-03
1,RIME,23,-3.2714256956e-03,2.4777077285e-03,9.0205591196e-03
1,RIME,24,-3.2775933188e-03,2.5802595770e-03,9.1354462145e-03
1,RIME,25,-3.2848653660e-03,2.6795839139e-03,9.2493146460e-03
2,RIME,0,-3.9295324094e-03,9.2963199761e-04,8.7886968163e-03
2,RIME,1,-3.9297008071e-03,9.2919922461e-04,8.7886008388e-03
2,RIME,2,-3.9390171590e-03,9.1774792511e-04,8.7957822431e-03
2,RIME,3,-3.9118961087e-03,9.2563558127e-04,8.7494277987e-03
2,RIME,4,-3.9751075651e-03,9.0142991716e-04,8.8516450473e-03
2,RIME,5,-3.9349403890e-03,8.8307793411e-04,8.7529587121e-03
2,RIME,6,-3.9504660245e-03,9.1207093874e-04,8.8130029877e-03
2,RIME,7,-3.9118961087e-03,9.2563487448e-04,8.7494270919e-03
2,RIME,8,-3.9297088454e-03,9.2917312000e-04,8.7885908109e-03
2,RIME,9,-3.9118961087e-03,9.2563519101e-04,8.7494274084e-03
2,RIME,10,-3.9424246091e-03,9.1997697600e-04,8.8048261942e-03
2,RIME,11,-3.9296566539e-03,9.2924242693e-04,8.7885557347e-03
2,RIME,12,-3.9296985428e-03,9.2916716501e-04,8.7885642506e-03
2,RIME,13,-3.9229479988e-03,9.2478615622e-04,8.7706821538e-03
2,RIME,14,-3.9297046447e-03,9.2915719634e-04,8.7885664857e-03
2,RIME,15,-3.9608224870e-03,9.3003712604e-04,8.8516821001e-03
2,RIME,16,-3.9713517702e-03,9.1376720718e-04,8.8564707475e-03
2,RIME,17,-3.9541234850e-03,9.1807425157e-04,8.8263212216e-03
2,RIME,18,-3.9297102619e-03,9.2918429804e-04,8.7886048218e-03
2,RIME,19,-3.9469458269e-03,9.1708649491e-04,8.8109781486e-03
2,RIME,20,-3.9118961087e-03,9.2563438104e-04,8.7494265984e-03
2,RIME,21,-3.9297065234e-03,9.2916721989e-04,8.7885802666e-03
2,RIME,22,-3.9223892047e-03,9.2724570870e-04,8.7720241182e-03
2,RIME,23,-3.9118961087e-03,9.2563509352e-04,8.7494273109e-03
2,RIME,24,-3.9205784191e-03,9.2443421781e-04,8.7655910561e-03
2,RIME,25,-3.9297103936e-03,9.2929812926e-04,8.7887189164e-03
2,RIME,26,-3.9343675488e-03,9.2214871525e-04,8.7908838128e-03
2,RIME,27,-3.9118961087e-03,9.2563481780e-04,8.7494270352e-03
2,RIME,28,-3.9118961087e-03,9.2563811745e-04,8.7494303348e-03
2,RIME,29,-3.9223923738e-03,9.2722672395e-04,8.7720114716e-03
3,RIME,0,-3.2699766494e-03,1.2002709788e-03,7.7402242776e-03
3,RIME,1,-3.2773336111e-03,1.2040053929e-03,7.7586726150e-03
3,RIME,2,-3.2665621377e-03,1.2456729966e-03,7.7787972720e-03
3,RIME,3,-3.2758518617e-03,1.1950699352e-03,7.7467736586e-03
3,RIME,4,-3.3011993056e-03,1.2358783775e-03,7.8382769886e-03
3,RIME,5,-3.2524432720e-03,1.1981204963e-03,7.7030070403e-03
3,RIME,6,-3.2565321381e-03,1.1954673947e-03,7.7085316709e-03
3,RIME,7,-3.2634026867e-03,1.1943065939e-03,7.7211119673e-03
3,RIME,8,-3.2764565183e-03,1.2022489251e-03,7.7551619616e-03
