country_name,country_iso3,year,jja_temperature_C,jja_anomaly_C,jun_temperature_C,jul_temperature_C,aug_temperature_C
Portugal,PRT,1913,20.526,-0.081,20.485,21.081,20.012
Portugal,PRT,1914,19.377,-1.23,17.037,19.897,21.197
Portugal,PRT,1915,20.787,0.18,19.028,21.347,21.986
Portugal,PRT,1916,20.023,-0.584,18.375,20.337,21.356
Portugal,PRT,1917,20.25,-0.357,18.878,22.129,19.742
Portugal,PRT,1918,21.159,0.552,19.657,21.149,22.671
Portugal,PRT,1919,21.426,0.819,20.84,20.31,23.127
Portugal,PRT,1920,20.397,-0.21,19.468,20.41,21.312
Portugal,PRT,1921,21.219,0.612,19.713,22.638,21.306
Portugal,PRT,1922,20.257,-0.349,18.836,20.82,21.116
Portugal,PRT,1923,21.335,0.728,18.931,22.209,22.865
Portugal,PRT,1924,20.647,0.04,19.775,21.443,20.723
Portugal,PRT,1925,19.95,-0.657,18.736,19.767,21.346
Portugal,PRT,1926,21.263,0.657,18.602,21.936,23.252
Portugal,PRT,1927,19.904,-0.703,19.507,19.516,20.688
Portugal,PRT,1928,21.624,1.018,19.384,23.809,21.68
Portugal,PRT,1929,21.238,0.631,19.97,21.826,21.918
Portugal,PRT,1930,20.265,-0.341,17.997,20.245,22.554
Portugal,PRT,1931,20.21,-0.397,19.884,20.553,20.192
Portugal,PRT,1932,20.095,-0.512,18.045,20.157,22.083
Portugal,PRT,1933,21.328,0.721,18.329,22.239,23.416
Portugal,PRT,1934,20.795,0.188,20.051,22.103,20.23
Portugal,PRT,1935,20.686,0.079,18.322,22.379,21.356
Portugal,PRT,1936,19.999,-0.608,17.07,20.313,22.614
Portugal,PRT,1937,21.06,0.453,18.7,22.371,22.109
Portugal,PRT,1938,21.062,0.456,20.716,21.226,21.245
Portugal,PRT,1939,19.696,-0.911,17.852,20.565,20.671
Portugal,PRT,1940,20.752,0.145,18.815,20.591,22.849
Portugal,PRT,1941,20.711,0.104,19.397,21.352,21.383
Portugal,PRT,1942,20.747,0.14,19.703,21.594,20.944
Portugal,PRT,1943,21.753,1.146,21.238,21.289,22.731
Portugal,PRT,1944,21.131,0.525,20.274,21.275,21.845
Portugal,PRT,1945,20.723,0.117,20.664,21.096,20.41
Portugal,PRT,1946,20.727,0.12,18.771,22.542,20.867
Portugal,PRT,1947,21.239,0.633,19.792,21.861,22.065
Portugal,PRT,1948,21.028,0.421,20.218,21.288,21.577
Portugal,PRT,1949,22.582,1.975,20.419,23.244,24.083
Portugal,PRT,1950,21.17,0.563,19.85,22.421,21.239
Portugal,PRT,1951,20.488,-0.118,19.501,21.47,20.494
Portugal,PRT,1952,20.773,0.167,19.973,21.587,20.76
Portugal,PRT,1953,21.054,0.447,18.313,21.663,23.186
Portugal,PRT,1954,19.977,-0.63,18.284,21.465,20.181
Portugal,PRT,1955,21.229,0.622,19.665,21.529,22.492
Portugal,PRT,1956,19.895,-0.712,19.05,20.681,19.953
Portugal,PRT,1957,20.908,0.302,18.369,22.199,22.157
Portugal,PRT,1958,19.827,-0.78,17.988,20.706,20.786
Portugal,PRT,1959,21.266,0.659,19.384,22.578,21.836
Portugal,PRT,1960,20.608,0.001,20.543,21.19,20.09
Portugal,PRT,1961,21.678,1.071,19.91,21.987,23.137
Portugal,PRT,1962,21.225,0.619,20.419,21.013,22.244
Portugal,PRT,1963,20.235,-0.372,18.45,21.782,20.472
Portugal,PRT,1964,21.236,0.629,19.802,21.709,22.196
Portugal,PRT,1965,20.578,-0.028,20.136,19.844,21.755
Portugal,PRT,1966,20.445,-0.162,18.853,21.375,21.106
Portugal,PRT,1967,20.716,0.11,19.431,21.623,21.095
Portugal,PRT,1968,20.837,0.231,19.606,21.496,21.41
Portugal,PRT,1969,21.123,0.516,18.214,23.162,21.993
Portugal,PRT,1970,20.323,-0.284,18.312,22.024,20.632
Portugal,PRT,1971,19.514,-1.093,17.234,21.517,19.791
Portugal,PRT,1972,19.466,-1.14,16.872,20.923,20.604
Portugal,PRT,1973,20.967,0.36,19.594,20.645,22.662
Portugal,PRT,1974,20.95,0.343,18.976,22.726,21.147
Portugal,PRT,1975,20.808,0.202,18.713,21.567,22.145
Portugal,PRT,1976,21.825,1.218,21.594,22.231,21.65
Portugal,PRT,1977,18.566,-2.04,16.783,19.465,19.451
Portugal,PRT,1978,19.9,-0.706,17.015,21.256,21.43
Portugal,PRT,1979,21.204,0.597,19.763,22.295,21.553
Portugal,PRT,1980,20.58,-0.027,18.656,20.691,22.393
Portugal,PRT,1981,21.982,1.376,21.363,22.415,22.169
Portugal,PRT,1982,20.623,0.017,19.244,20.422,22.204
Portugal,PRT,1983,20.607,0.001,20.35,20.434,21.038
Portugal,PRT,1984,20.698,0.091,18.924,21.594,21.576
Portugal,PRT,1985,20.918,0.311,19.295,22.082,21.377
Portugal,PRT,1986,20.896,0.29,19.377,22.784,20.528
Portugal,PRT,1987,21.652,1.045,19.756,22.347,22.852
Portugal,PRT,1988,20.305,-0.302,18.289,21.022,21.603
Portugal,PRT,1989,22.561,1.955,20.508,24.375,22.801
Portugal,PRT,1990,22.326,1.72,19.684,23.898,23.397
Portugal,PRT,1991,22.264,1.658,20.163,22.875,23.755
Portugal,PRT,1992,20.985,0.378,17.545,22.962,22.448
Portugal,PRT,1993,21.346,0.74,19.58,22.52,21.939
Portugal,PRT,1994,21.467,0.86,20.598,21.898,21.905
Portugal,PRT,1995,22.184,1.578,20.293,22.825,23.435
Portugal,PRT,1996,21.779,1.173,21.676,22.582,21.08
Portugal,PRT,1997,20.669,0.062,18.006,21.971,22.03
Portugal,PRT,1998,22.101,1.494,19.897,22.644,23.761
Portugal,PRT,1999,21.833,1.226,20.447,23.1,21.952
Portugal,PRT,2000,21.644,1.038,21.198,21.652,22.083
Portugal,PRT,2001,21.455,0.848,20.987,21.27,22.107
Portugal,PRT,2002,20.85,0.243,19.568,21.692,21.29
Portugal,PRT,2003,22.697,2.09,21.636,21.973,24.482
Portugal,PRT,2004,22.571,1.964,22.679,22.913,22.121
Portugal,PRT,2005,23.056,2.449,22.52,22.926,23.722
Portugal,PRT,2006,22.839,2.232,21.194,23.907,23.416
Portugal,PRT,2007,20.9,0.293,19.156,21.788,21.755
Portugal,PRT,2008,21.42,0.813,20.627,21.85,21.783
Portugal,PRT,2009,22.055,1.448,21.215,21.836,23.114
Portugal,PRT,2010,22.787,2.181,20.127,24.003,24.232
Portugal,PRT,2011,21.476,0.869,20.63,21.565,22.232
Portugal,PRT,2012,21.626,1.019,20.564,21.871,22.442
Portugal,PRT,2013,22.279,1.672,19.846,23.52,23.471
Portugal,PRT,2014,21.245,0.639,20.051,21.752,21.933
Portugal,PRT,2015,22.368,1.762,21.656,23.316,22.133
Portugal,PRT,2016,22.74,2.134,20.611,23.946,23.664
Portugal,PRT,2017,22.548,1.941,22.329,22.658,22.656
Portugal,PRT,2018,21.614,1.008,19.52,21.378,23.945
Portugal,PRT,2019,21.103,0.496,18.857,22.194,22.257
Portugal,PRT,2020,22.253,1.646,19.76,24.417,22.581
Romania,ROU,1750,19.356,0.466,17.932,20.231,19.905
Romania,ROU,1751,19.373,0.483,17.149,20.923,20.047
Romania,ROU,1752,19.357,0.467,18.971,20.739,18.361
Romania,ROU,1753,18.799,-0.091,18.217,19.785,18.395
Romania,ROU,1754,18.944,0.054,18.75,19.578,18.503
Romania,ROU,1755,19.294,0.404,19.746,20.37,17.765
Romania,ROU,1756,19.345,0.455,19.337,19.82,18.879
Romania,ROU,1757,21.319,2.429,20.342,22.755,20.86
Romania,ROU,1758,17.853,-1.037,17.88,18.419,17.259
Romania,ROU,1759,19.092,0.202,18.619,19.401,19.257
Romania,ROU,1760,18.286,-0.604,17.816,18.739,18.304
Romania,ROU,1761,20.938,2.048,20.224,22.558,20.032
Romania,ROU,1762,18.803,-0.087,17.732,19.654,19.022
Romania,ROU,1763,19.119,0.229,16.658,21.235,19.465
Romania,ROU,1764,18.03,-0.86,16.735,19.6,17.756
Romania,ROU,1765,17.996,-0.894,16.702,18.314,18.973
Romania,ROU,1766,18.127,-0.763,17.915,17.867,18.598
Romania,ROU,1767,18.906,0.016,18.031,19.362,19.324
Romania,ROU,1768,18.281,-0.609,16.586,19.833,18.423
Romania,ROU,1769,18.748,-0.142,18.698,19.268,18.277
Romania,ROU,1770,16.902,-1.988,16.19,17.198,17.318
Romania,ROU,1771,18.321,-0.569,17.321,19.05,18.592
Romania,ROU,1772,19.045,0.155,17.756,20.146,19.233
Romania,ROU,1773,18.117,-0.773,16.912,19.147,18.292
Romania,ROU,1774,20.307,1.417,19.945,21.316,19.661
Romania,ROU,1775,19.641,0.751,17.981,20.205,20.738
Romania,ROU,1776,19.014,0.124,17.988,19.36,19.694
Romania,ROU,1777,17.809,-1.081,17.176,17.928,18.322
Romania,ROU,1778,18.756,-0.134,16.752,20.816,18.701
Romania,ROU,1779,17.498,-1.392,15.96,17.862,18.671
Romania,ROU,1780,18.367,-0.523,17.637,19.726,17.737
Romania,ROU,1781,20.026,1.136,17.983,20.342,21.753
Romania,ROU,1782,19.666,0.776,17.961,20.837,20.2
Romania,ROU,1783,19.641,0.751,19.636,19.067,20.22
Romania,ROU,1784,19.773,0.883,18.04,20.048,21.231
Romania,ROU,1785,18.524,-0.366,17.191,19.013,19.367
Romania,ROU,1786,18.387,-0.503,17.413,19.457,18.292
Romania,ROU,1787,19.395,0.505,18.976,19.624,19.585
Romania,ROU,1788,19.999,1.109,19.276,22.569,18.152
Romania,ROU,1789,19.107,0.217,17.232,21.004,19.084
Romania,ROU,1790,18.909,0.019,18.891,18.788,19.049
Romania,ROU,1791,19.121,0.231,17.502,19.438,20.423
Romania,ROU,1792,19.323,0.433,18.857,20.52,18.593
Romania,ROU,1793,19.057,0.167,17.215,20.666,19.291
Romania,ROU,1794,19.117,0.227,18.351,20.638,18.363
Romania,ROU,1795,18.861,-0.029,18.609,18.829,19.145
Romania,ROU,1796,19.487,0.597,18.401,19.969,20.09
Romania,ROU,1797,20.212,1.322,19.364,20.725,20.547
Romania,ROU,1798,19.616,0.726,18.085,20.431,20.332
Romania,ROU,1799,18.796,-0.094,17.17,19.484,19.733
Romania,ROU,1800,18.173,-0.717,16.91,18.16,19.449
Romania,ROU,1801,18.274,-0.616,16.896,20.41,17.517
Romania,ROU,1802,20.0,1.11,18.404,21.06,20.537
Romania,ROU,1803,19.135,0.245,17.267,20.086,20.052
Romania,ROU,1804,19.088,0.198,17.557,20.784,18.924
Romania,ROU,1805,18.258,-0.632,17.393,19.039,18.343
Romania,ROU,1806,18.179,-0.711,16.634,19.043,18.86
Romania,ROU,1807,19.913,1.023,17.275,20.228,22.237
Romania,ROU,1808,19.205,0.315,17.501,20.12,19.993
Romania,ROU,1809,18.639,-0.251,17.845,18.604,19.467
Romania,ROU,1810,17.586,-1.304,15.243,19.235,18.279
Romania,ROU,1811,20.171,1.281,19.51,20.618,20.385
Romania,ROU,1812,19.131,0.241,17.896,19.939,19.557
Romania,ROU,1813,17.014,-1.876,16.087,17.622,17.333
Romania,ROU,1814,18.136,-0.754,16.158,19.625,18.625
Romania,ROU,1815,17.775,-1.115,17.557,17.909,17.86
Romania,ROU,1816,17.442,-1.448,17.2,17.752,17.373
Romania,ROU,1817,18.967,0.077,17.27,19.462,20.169
Romania,ROU,1818,18.113,-0.777,16.996,19.173,18.171
Romania,ROU,1819,18.31,-0.58,17.458,18.894,18.577
Romania,ROU,1820,18.449,-0.441,16.56,18.27,20.516
Romania,ROU,1821,16.838,-2.052,15.008,17.679,17.828
Romania,ROU,1822,19.427,0.537,18.712,20.693,18.876
Romania,ROU,1823,19.272,0.382,18.432,19.54,19.843
Romania,ROU,1824,18.974,0.084,17.268,19.396,20.259
Romania,ROU,1825,18.345,-0.545,17.532,18.854,18.648
Romania,ROU,1826,19.621,0.731,17.114,21.66,20.09
Romania,ROU,1827,19.78,0.89,19.337,20.99,19.013
Romania,ROU,1828,19.708,0.818,18.89,21.241,18.994
Romania,ROU,1829,17.926,-0.964,15.807,19.583,18.388
Romania,ROU,1830,19.67,0.78,18.804,19.662,20.544
Romania,ROU,1831,17.938,-0.952,16.952,19.245,17.617
Romania,ROU,1832,17.193,-1.697,16.366,16.963,18.251
Romania,ROU,1833,18.635,-0.255,19.921,19.197,16.786
Romania,ROU,1834,20.175,1.285,18.904,21.309,20.313
Romania,ROU,1835,18.412,-0.478,18.096,19.723,17.416
Romania,ROU,1836,17.85,-1.04,17.873,18.107,17.57
Romania,ROU,1837,17.709,-1.181,16.537,17.185,19.406
Romania,ROU,1838,17.304,-1.586,16.945,17.927,17.04
Romania,ROU,1839,19.964,1.074,19.335,20.273,20.285
Romania,ROU,1840,18.626,-0.264,17.121,20.591,18.166
Romania,ROU,1841,20.227,1.337,19.114,21.685,19.882
Romania,ROU,1842,18.635,-0.255,17.719,19.269,18.916
Romania,ROU,1843,17.889,-1.001,16.952,18.422,18.293
Romania,ROU,1844,17.947,-0.943,17.03,18.559,18.253
Romania,ROU,1845,19.145,0.255,18.294,21.096,18.046
Romania,ROU,1846,19.581,0.691,16.766,20.798,21.18
Romania,ROU,1847,18.895,0.005,16.669,19.507,20.51
Romania,ROU,1848,20.655,1.765,21.172,20.764,20.029
Romania,ROU,1849,18.963,0.073,19.006,19.096,18.788
Romania,ROU,1850,20.055,1.165,19.42,19.515,21.231
Romania,ROU,1851,18.671,-0.219,16.831,19.565,19.618
Romania,ROU,1852,18.847,-0.043,18.397,19.238,18.907
Romania,ROU,1853,19.565,0.675,18.359,20.705,19.631
Romania,ROU,1854,18.789,-0.101,17.14,20.524,18.702
Romania,ROU,1855,19.746,0.856,19.943,20.053,19.242
Romania,ROU,1856,18.655,-0.235,18.597,18.26,19.108
Romania,ROU,1857,18.001,-0.889,16.769,18.934,18.301
Romania,ROU,1858,18.647,-0.243,17.167,20.331,18.444
Romania,ROU,1859,19.501,0.611,16.649,20.694,21.161
Romania,ROU,1860,19.279,0.389,18.984,18.754,20.1
Romania,ROU,1861,19.441,0.551,18.529,20.254,19.541
Romania,ROU,1862,19.399,0.509,18.941,20.141,19.114
Romania,ROU,1863,18.848,-0.042,17.959,18.86,19.726
Romania,ROU,1864,17.996,-0.894,18.519,17.91,17.559
Romania,ROU,1865,18.519,-0.371,15.639,20.714,19.203
Romania,ROU,1866,19.256,0.366,19.347,20.136,18.284
Romania,ROU,1867,18.213,-0.677,16.844,19.47,18.324
Romania,ROU,1868,19.446,0.556,19.383,19.621,19.335
Romania,ROU,1869,18.524,-0.366,17.145,19.155,19.271
Romania,ROU,1870,18.198,-0.692,16.992,19.926,17.677
Romania,ROU,1871,18.936,0.046,16.71,20.599,19.498
Romania,ROU,1872,18.156,-0.734,16.762,19.04,18.667
Romania,ROU,1873,19.331,0.441,16.959,20.469,20.566
Romania,ROU,1874,19.598,0.708,18.383,21.024,19.387
Romania,ROU,1875,19.826,0.936,20.895,19.953,18.631
Romania,ROU,1876,18.822,-0.068,18.236,19.324,18.906
Romania,ROU,1877,19.424,0.534,18.43,19.42,20.423
Romania,ROU,1878,18.431,-0.459,17.842,18.294,19.156
Romania,ROU,1879,18.967,0.077,19.243,18.822,18.836
Romania,ROU,1880,18.799,-0.091,17.894,20.708,17.796
Romania,ROU,1881,18.588,-0.302,16.62,19.457,19.687
Romania,ROU,1882,18.302,-0.588,16.265,20.98,17.661
Romania,ROU,1883,19.328,0.438,18.499,20.509,18.975
Romania,ROU,1884,17.301,-1.589,16.15,18.878,16.874
Romania,ROU,1885,18.7,-0.19,18.513,19.844,17.742
Romania,ROU,1886,18.216,-0.674,17.471,18.156,19.02
Romania,ROU,1887,18.282,-0.608,15.728,20.423,18.696
Romania,ROU,1888,18.474,-0.416,17.524,19.419,18.478
Romania,ROU,1889,19.533,0.643,18.626,20.497,19.475
Romania,ROU,1890,19.496,0.606,15.861,20.71,21.918
Romania,ROU,1891,19.27,0.38,17.895,20.181,19.733
Romania,ROU,1892,19.399,0.509,18.808,18.823,20.567
Romania,ROU,1893,18.213,-0.677,17.094,19.408,18.137
Romania,ROU,1894,18.858,-0.032,16.359,21.194,19.02
Romania,ROU,1895,19.106,0.216,17.252,21.063,19.004
Romania,ROU,1896,19.21,0.32,17.943,19.949,19.737
Romania,ROU,1897,19.406,0.516,17.897,20.368,19.952
Romania,ROU,1898,18.437,-0.453,17.394,18.761,19.155
Romania,ROU,1899,17.725,-1.165,16.469,19.39,17.316
Romania,ROU,1900,19.27,0.38,17.827,20.479,19.505
Romania,ROU,1901,19.103,0.213,19.029,19.684,18.595
Romania,ROU,1902,18.269,-0.621,17.271,18.408,19.127
Romania,ROU,1903,18.233,-0.657,17.114,18.981,18.605
Romania,ROU,1904,19.083,0.193,17.74,20.184,19.326
Romania,ROU,1905,20.06,1.17,18.074,20.938,21.169
Romania,ROU,1906,18.564,-0.326,17.842,19.853,17.997
Romania,ROU,1907,18.646,-0.244,18.027,18.987,18.923
Romania,ROU,1908,18.767,-0.123,18.876,19.118,18.307
Romania,ROU,1909,19.298,0.408,17.674,19.766,20.454
Romania,ROU,1910,18.652,-0.238,18.127,18.941,18.888
Romania,ROU,1911,18.443,-0.447,17.078,19.075,19.175
Romania,ROU,1912,18.129,-0.761,18.343,18.423,17.621
Romania,ROU,1913,17.007,-1.883,16.537,17.171,17.312
Romania,ROU,1914,18.1,-0.79,16.872,19.198,18.229
Romania,ROU,1915,18.426,-0.464,18.541,19.703,17.035
Romania,ROU,1916,18.538,-0.352,18.07,19.575,17.97
Romania,ROU,1917,19.378,0.488,18.327,19.31,20.497
Romania,ROU,1918,18.268,-0.622,16.694,19.401,18.71
Romania,ROU,1919,17.456,-1.434,16.633,18.124,17.611
Romania,ROU,1920,18.796,-0.094,16.742,20.572,19.073
Romania,ROU,1921,18.895,0.005,16.583,19.709,20.392
Romania,ROU,1922,19.39,0.5,18.066,20.663,19.442
Romania,ROU,1923,17.99,-0.9,16.527,19.137,18.306
Romania,ROU,1924,19.124,0.234,19.492,19.264,18.615
Romania,ROU,1925,17.965,-0.925,15.772,19.556,18.567
Romania,ROU,1926,17.876,-1.014,17.575,19.345,16.708
Romania,ROU,1927,20.269,1.379,19.525,20.565,20.718
Romania,ROU,1928,19.363,0.473,16.803,21.579,19.706
Romania,ROU,1929,19.385,0.495,17.403,19.008,21.743
Romania,ROU,1930,18.837,-0.053,17.806,19.649,19.055
Romania,ROU,1931,20.036,1.146,19.227,21.427,19.454
Romania,ROU,1932,19.087,0.197,17.048,20.743,19.471
Romania,ROU,1933,17.393,-1.497,15.505,18.513,18.162
Romania,ROU,1934,18.72,-0.17,17.535,19.256,19.37
Romania,ROU,1935,19.016,0.126,19.159,18.721,19.167
Romania,ROU,1936,19.422,0.532,17.347,22.594,18.324
Romania,ROU,1937,19.387,0.497,19.053,20.234,18.874
Romania,ROU,1938,20.251,1.361,19.003,21.483,20.266
Romania,ROU,1939,19.554,0.664,18.592,20.72,19.349
Romania,ROU,1940,18.011,-0.879,17.405,19.706,16.922
Romania,ROU,1941,18.209,-0.681,16.934,19.12,18.572
Romania,ROU,1942,19.057,0.167,18.194,19.415,19.563
Romania,ROU,1943,18.779,-0.111,16.63,18.797,20.909
Romania,ROU,1944,18.735,-0.155,17.928,19.063,19.214
Romania,ROU,1945,19.45,0.56,18.135,20.186,20.028
Romania,ROU,1946,21.355,2.465,19.823,21.742,22.499
Romania,ROU,1947,19.521,0.631,19.013,20.883,18.667
Romania,ROU,1948,18.435,-0.455,17.2,18.475,19.63
Romania,ROU,1949,17.426,-1.464,15.769,18.606,17.903
Romania,ROU,1950,19.82,0.93,18.229,21.419,19.812
Romania,ROU,1951,19.865,0.975,18.67,20.041,20.883
Romania,ROU,1952,20.013,1.123,17.364,20.515,22.16
Romania,ROU,1953,19.982,1.092,19.419,21.26,19.268
Romania,ROU,1954,19.924,1.034,19.915,19.733,20.125
Romania,ROU,1955,18.155,-0.735,17.066,19.331,18.069
Romania,ROU,1956,19.07,0.18,17.584,19.277,20.349
Romania,ROU,1957,19.813,0.923,19.217,20.573,19.649
Romania,ROU,1958,19.205,0.315,17.275,20.162,20.178
Romania,ROU,1959,19.101,0.211,17.08,21.138,19.084
Romania,ROU,1960,18.656,-0.234,17.855,18.945,19.167
Romania,ROU,1961,18.933,0.043,18.707,18.974,19.119
Romania,ROU,1962,18.958,0.068,17.0,18.868,21.005
Romania,ROU,1963,20.29,1.4,18.53,21.105,21.236
Romania,ROU,1964,19.262,0.372,20.35,19.452,17.985
Romania,ROU,1965,18.346,-0.544,18.004,19.576,17.458
Romania,ROU,1966,18.663,-0.227,16.52,19.869,19.599
Romania,ROU,1967,19.095,0.205,17.003,20.43,19.851
Romania,ROU,1968,18.593,-0.297,18.897,18.927,17.955
Romania,ROU,1969,18.182,-0.708,17.173,18.156,19.216
Romania,ROU,1970,18.838,-0.052,17.591,20.135,18.788
Romania,ROU,1971,18.651,-0.239,17.245,18.627,20.08
Romania,ROU,1972,19.517,0.627,19.005,20.626,18.921
Romania,ROU,1973,18.383,-0.507,17.244,19.504,18.4
Romania,ROU,1974,18.356,-0.534,16.622,18.432,20.015
Romania,ROU,1975,18.951,0.061,18.427,19.665,18.762
Romania,ROU,1976,17.149,-1.741,16.213,19.174,16.06
Romania,ROU,1977,18.462,-0.428,17.415,19.364,18.608
Romania,ROU,1978,17.634,-1.256,17.105,18.167,17.629
Romania,ROU,1979,18.636,-0.254,19.974,17.622,18.313
Romania,ROU,1980,18.017,-0.873,17.133,18.852,18.066
Romania,ROU,1981,18.921,0.031,19.373,18.811,18.58
Romania,ROU,1982,18.827,-0.063,18.15,18.754,19.578
Romania,ROU,1983,18.79,-0.1,17.282,20.267,18.822
Romania,ROU,1984,17.537,-1.353,16.479,17.951,18.182
Romania,ROU,1985,18.515,-0.375,16.478,19.13,19.938
Romania,ROU,1986,18.899,0.009,18.036,18.387,20.274
Romania,ROU,1987,19.795,0.905,19.002,22.354,18.03
Romania,ROU,1988,19.826,0.936,17.379,21.769,20.33
Romania,ROU,1989,18.577,-0.313,16.322,19.441,19.968
Romania,ROU,1990,19.181,0.291,17.715,20.022,19.807
Romania,ROU,1991,19.16,0.27,18.28,20.376,18.824
Romania,ROU,1992,20.493,1.603,18.232,19.898,23.349
Romania,ROU,1993,19.131,0.241,18.454,19.319,19.621
Romania,ROU,1994,20.118,1.228,18.155,21.386,20.814
Romania,ROU,1995,19.836,0.946,18.751,21.497,19.261
Romania,ROU,1996,19.355,0.465,19.44,19.3,19.324
Romania,ROU,1997,18.669,-0.221,18.594,19.08,18.333
Romania,ROU,1998,19.611,0.721,19.161,20.309,19.364
Romania,ROU,1999,20.584,1.694,19.8,21.759,20.192
Romania,ROU,2000,20.325,1.435,19.051,20.527,21.397
Romania,ROU,2001,19.972,1.082,16.822,21.589,21.505
Romania,ROU,2002,20.68,1.79,19.578,22.454,20.008
Romania,ROU,2003,20.994,2.104,20.43,20.712,21.839
Romania,ROU,2004,19.309,0.419,18.008,20.244,19.675
Romania,ROU,2005,19.064,0.174,17.306,20.277,19.609
Romania,ROU,2006,19.592,0.702,18.186,20.858,19.731
Romania,ROU,2007,21.551,2.661,20.598,22.612,21.443
Romania,ROU,2008,20.365,1.475,19.461,20.26,21.375
Romania,ROU,2009,20.384,1.494,19.017,21.396,20.74
Romania,ROU,2010,20.896,2.006,19.066,21.492,22.129
Romania,ROU,2011,20.202,1.312,19.059,20.873,20.674
Romania,ROU,2012,22.127,3.237,20.669,23.86,21.851
Romania,ROU,2013,20.43,1.54,19.341,20.458,21.491
Romania,ROU,2014,19.754,0.864,18.001,20.726,20.536
Romania,ROU,2015,21.204,2.314,19.01,22.355,22.246
Romania,ROU,2016,20.626,1.736,20.101,21.309,20.469
Romania,ROU,2017,20.994,2.104,20.07,20.928,21.983
Romania,ROU,2018,20.811,1.921,19.747,20.503,22.183
Romania,ROU,2019,21.234,2.344,21.275,20.406,22.022
Romania,ROU,2020,20.61,1.72,19.218,20.847,21.764
Slovakia,SVK,1750,17.308,0.525,16.145,18.174,17.605
Slovakia,SVK,1751,17.305,0.522,15.365,18.562,17.988
Slovakia,SVK,1752,17.368,0.585,17.273,18.475,16.356
Slovakia,SVK,1753,16.682,-0.102,16.343,17.606,16.096
Slovakia,SVK,1754,16.696,-0.088,16.648,16.907,16.532
Slovakia,SVK,1755,17.285,0.501,18.063,18.141,15.65
Slovakia,SVK,1756,17.524,0.74,17.784,18.032,16.755
Slovakia,SVK,1757,19.03,2.247,18.102,20.794,18.195
Slovakia,SVK,1758,16.106,-0.678,16.386,16.036,15.895
Slovakia,SVK,1759,17.428,0.645,16.89,18.291,17.104
Slovakia,SVK,1760,16.73,-0.053,16.573,17.252,16.365
Slovakia,SVK,1761,18.374,1.591,17.971,19.062,18.089
Slovakia,SVK,1762,16.743,-0.041,16.073,17.785,16.37
Slovakia,SVK,1763,17.178,0.395,15.179,18.641,17.715
Slovakia,SVK,1764,16.275,-0.508,15.001,18.245,15.58
Slovakia,SVK,1765,16.039,-0.744,15.458,15.735,16.925
Slovakia,SVK,1766,16.236,-0.547,16.257,16.1,16.351
Slovakia,SVK,1767,16.577,-0.206,15.434,17.335,16.963
Slovakia,SVK,1768,16.394,-0.389,14.99,17.702,16.491
Slovakia,SVK,1769,16.285,-0.498,15.98,17.117,15.758
Slovakia,SVK,1770,15.423,-1.36,14.548,15.923,15.798
Slovakia,SVK,1771,15.899,-0.885,15.316,16.669,15.711
Slovakia,SVK,1772,17.082,0.299,16.534,17.82,16.893
Slovakia,SVK,1773,16.044,-0.739,15.12,16.761,16.251
Slovakia,SVK,1774,17.766,0.982,17.607,18.329,17.361
Slovakia,SVK,1775,18.32,1.536,17.502,18.337,19.12
Slovakia,SVK,1776,17.073,0.29,16.099,17.693,17.428
Slovakia,SVK,1777,16.161,-0.622,15.504,16.106,16.874
Slovakia,SVK,1778,17.409,0.626,15.426,19.407,17.395
Slovakia,SVK,1779,15.868,-0.916,14.366,16.172,17.065
Slovakia,SVK,1780,16.225,-0.558,15.254,17.129,16.293
Slovakia,SVK,1781,18.649,1.866,17.383,18.392,20.172
Slovakia,SVK,1782,17.623,0.84,16.264,19.125,17.481
Slovakia,SVK,1783,17.873,1.09,17.561,17.962,18.097
Slovakia,SVK,1784,17.279,0.496,16.265,17.443,18.129
Slovakia,SVK,1785,15.947,-0.837,14.739,16.617,16.484
Slovakia,SVK,1786,15.837,-0.947,15.878,16.216,15.416
Slovakia,SVK,1787,17.176,0.393,16.828,17.371,17.329
Slovakia,SVK,1788,17.738,0.955,17.444,20.262,15.509
Slovakia,SVK,1789,17.031,0.248,15.486,18.643,16.964
Slovakia,SVK,1790,16.786,0.003,17.065,16.416,16.877
Slovakia,SVK,1791,17.313,0.53,15.38,17.803,18.756
Slovakia,SVK,1792,17.43,0.647,16.632,18.601,17.058
Slovakia,SVK,1793,17.189,0.405,14.995,18.977,17.594
Slovakia,SVK,1794,17.722,0.939,17.209,19.866,16.091
Slovakia,SVK,1795,16.682,-0.101,17.04,15.9,17.106
Slovakia,SVK,1796,17.202,0.419,16.127,17.747,17.733
Slovakia,SVK,1797,18.411,1.628,16.928,19.475,18.83
Slovakia,SVK,1798,17.802,1.018,16.901,18.314,18.19
Slovakia,SVK,1799,16.222,-0.561,14.504,16.825,17.337
Slovakia,SVK,1800,15.848,-0.936,14.06,15.796,17.687
Slovakia,SVK,1801,15.909,-0.875,14.622,17.676,15.428
Slovakia,SVK,1802,17.857,1.073,16.217,18.368,18.985
Slovakia,SVK,1803,16.916,0.133,14.847,18.183,17.719
Slovakia,SVK,1804,16.74,-0.044,15.53,18.173,16.516
Slovakia,SVK,1805,15.309,-1.475,14.342,16.289,15.295
Slovakia,SVK,1806,15.994,-0.789,14.681,16.881,16.42
