p_a,ai_share,A,theta_j,m,pi,promo_years,e_j,e_s,H_j,emp_rate_j,u_rate_j,u_rate_s,throughput,mentoring,w_j,w_s,wage_ratio,U_j,U_s,Y,welfare,U_total,plan_m,plan_mentoring,plan_welfare,plan_throughput,wedge_mentoring,wedge_throughput,welfare_gap_pct
0.2533151235953339,0.8378686952362279,0.24833417799098925,1.1297312478803925,0.040912227524549115,0.47823942888423393,2.0910028316424474,0.04805376370311374,0.8795976245038537,0.03475437661637794,0.5950796393205924,0.4049203606794076,0.04313367892120536,0.022981204509115047,0.001965986514032709,0.2774582483274962,0.6008320760159762,2.1654864457544893,7.987797260309824,8.77802811212535,1.066840601534946,1.0011243621893526,0.07234861179303258,0.40087691551285637,0.008144994591229237,1.0144545972123236,0.02420963824808765,3.142955474563202,0.05345384479239845,1.3315263843763692
0.2490135460248471,0.8452537185669071,0.261543150546256,1.1023299168434764,0.0412580019135151,0.47985210617587376,2.0839754314498795,0.04788246309043007,0.8794227914679736,0.034707704219986785,0.5915799498574357,0.40842005014256433,0.04312801963887735,0.02297650076283141,0.0019755347538087803,0.2737152839400747,0.6009406202958054,2.1954953031682773,7.979808507349532,8.779633323835467,1.0699918501559862,1.002150800451653,0.07269474544159633,0.40502636728945773,0.008196203523783018,1.0156746442290223,0.024211789232411997,3.148853118367545,0.05376312443446074,1.3494819114323153
0.2447119684543603,0.8523546797168511,0.2755503632371307,1.0782606242609833,0.04156629099395758,0.481283129065127,2.077779044410843,0.04773097702449311,0.8792600356078695,0.034666203346684514,0.588432688673731,0.41156731132626895,0.04312241731586103,0.022972113975683727,0.0019839996804259844,0.2699119959707356,0.6010481144524498,2.226829942443968,7.971978743955642,8.781223014270282,1.07329770458066,1.0032405931459967,0.07300898736763739,0.40917706715562935,0.00824722006568973,1.0169529710079455,0.024213910948370634,3.1568656220342586,0.054056713021769065,1.3668085158863974
0.2404103908838735,0.8591858442519815,0.29042403569665054,1.057316353831336,0.04183816070211422,0.4825398247902719,2.072367810127659,0.047598334713208214,0.8791111761795465,0.0346296840975562,0.5856359747533078,0.4143640252466922,0.04311688947995348,0.02296809209282021,0.0019914267768842272,0.2660502324049648,0.601154220712651,2.259551571440134,7.9643210710724555,8.782792187937552,1.076768624225595,1.0043980409668283,0.07329048910724528,0.4133289983554867,0.008298046782759803,1.0182932409830774,0.024216004145469015,3.1668852096801023,0.05433242115216452,1.3834355952022426
0.2361088133133867,0.8657602604692063,0.30623917007648216,1.0393125321769332,0.04207465084100796,0.4836290024932299,2.0677006441812775,0.04748366066480547,0.8789777450844185,0.034597972304924195,0.583187027629789,0.416812972370211,0.04311144913520158,0.022964475442046887,0.0019978584431245942,0.2621317726280377,0.6012586876830674,2.293726859796761,7.956846087937777,8.784337126700416,1.0804156498640354,1.0056276289822776,0.073538594250776,0.4174821447040355,0.008348686187347918,1.0196994218323012,0.024218069553956074,3.178817681542446,0.05458840612635618,1.3993045183399166
0.2318072357428999,0.8720898814461667,0.3230784056491499,1.024085580050661,0.04227676602509254,0.48455695559702894,2.0637408842225513,0.047386167467323305,0.8788609986769693,0.03457090807487138,0.5810822925413602,0.41891770745863977,0.04310610487277344,0.022961297045377155,0.0020033339148418793,0.25815831689389956,0.6013613484013405,2.329428529116472,7.949561980318151,8.78585536099121,1.0842504912590782,1.0069340612188313,0.07375283385570741,0.4216364905616336,0.00839914074011305,1.021175816883625,0.024220107886099938,3.19258151518689,0.054823159085267026,1.4143682504448085
0.22750565817241308,0.8781856738006129,0.34103299535408815,1.0114915557631166,0.042445468274986776,0.48532946687282047,2.060455975285028,0.047305149446390284,0.8787619307345914,0.034548344575521334,0.5793175591545379,0.4206824408454621,0.04310086099238567,0.022958582961155695,0.0020078892200702672,0.25413147789028806,0.6014621181734867,2.366736002822704,7.942474626999621,8.78734563786329,1.088285625539006,1.008322299899326,0.07393291981901827,0.4257920208077909,0.008449412851712593,1.0227271004290541,0.024222119837452233,3.208107084422168,0.05503549058033563,1.4285908911432665
0.22320408060192629,0.8840577147735484,0.3602039249508768,1.0014048978596883,0.04258167110828268,0.4859518157304971,2.0578171901606552,0.04723997710606428,0.8786812863259778,0.03453014704074483,0.5778880722803668,0.4221119277196333,0.04309571763003976,0.02295635264975905,0.002011557168293233,0.2500527741869385,0.6015609922778538,2.405736126039254,7.935587720660079,8.788807887066634,1.092534407608794,1.0097976097577896,0.07407873656795798,0.42994872081376084,0.008499504884430256,1.024358357517994,0.024224106088108457,3.225335982691419,0.05522451487356417,1.441947140645028
0.2189025030314395,0.8897152790185406,0.38070319934879754,0.9937172722309586,0.042686234960289185,0.48642878723812766,2.055799381607029,0.0471900922767632,0.8786195763131469,0.03451619196364822,0.5767886335916179,0.4232113664083821,0.04309067088759437,0.022954619355841258,0.002014367366723642,0.2459236253378795,0.6016580436200201,2.4465239677293704,7.928902899481817,8.790243186395548,1.0970111941379121,1.011365607951999,0.0741903314100899,0.43410657641358796,0.008549419153740152,1.026075128898785,0.02422606730397239,3.244220441103421,0.05538963327691104,1.4544217077514299
0.2146009254609527,0.8951669162911086,0.402655325438342,0.9883365271765375,0.04275996376476172,0.48676468237244064,2.0543807638756855,0.047155003909663505,0.8785770922322979,0.034506366458226155,0.5760136938424946,0.42398630615750543,0.04308571295973438,0.022953390500358554,0.0020163462585044084,0.2417453484042627,0.601753420424501,2.4892037195198013,7.922419886189827,8.79165372757803,1.1017314829666425,1.0130323202156253,0.07426790385803864,0.43826557387308973,0.008599157929807645,1.0278834618924015,0.024228004138033284,3.264722833957065,0.05553051683823429,1.4660086732094735
